ID,Age,Gender,Name,Birth,Race,Home City,Home State,Amount Spent,Estimated Income,Destination
1432,71,Female,Customer 1432,1963-01-16,Hispanic,Denver,Colorado,6005.34,35826.34,Europe
1433,24,Female,Customer 1433,1998-02-11,Black,Houston,Texas,5124.56,130205.4,Europe
1434,34,Male,Customer 1434,1972-10-10,Black,Chicago,Illinois,7637.06,68626.57,South America
1435,32,Male,Customer 1435,1997-07-08,Black,Denver,Colorado,3341.6,137742.86,Europe
1436,26,Female,Customer 1436,1973-08-18,Black,Chicago,Illinois,6123.12,77752.02,South America
1437,30,Male,Customer 1437,2001-07-17,Asian,San Antonio,Texas,8342.25,117935.27,Europe
1438,35,Male,Customer 1438,2004-12-18,Hispanic,Atlanta,Georgia,6234.09,100713.39,Alaska
1439,31,Male,Customer 1439,1990-01-14,Black,Las Vegas,Nevada,3438.13,73322.63,South America
1440,30,Female,Customer 1440,1954-03-16,Hispanic,Philadelphia,Pennsylvania,5762.35,60295.15,Alaska
1441,19,Male,Customer 1441,1984-07-13,Other,Los Angeles,California,5738.96,44768.65,Alaska
1442,32,Male,Customer 1442,1988-04-05,Asian,Miami,Florida,5375.56,93109.23,Asia
1443,52,Male,Customer 1443,1965-03-01,Asian,Miami,Florida,2257.79,30102.43,Asia
1444,61,Male,Customer 1444,2002-10-14,Other,San Francisco,California,6685.34,64713.89,South America
1445,26,Female,Customer 1445,1981-02-22,Asian,San Antonio,Texas,2012.85,55599.64,Alaska
1446,49,Male,Customer 1446,1963-12-02,Asian,Nashville,Tennessee,4239.07,122075.97,Hawaii
1447,43,Female,Customer 1447,1984-08-25,Black,Phoenix,Arizona,9347.1,100342.97,Alaska
1448,28,Female,Customer 1448,1992-04-10,Asian,Houston,Texas,2466.18,95359.91,Europe
1449,39,Female,Customer 1449,1985-10-24,White,Houston,Texas,1547.47,91207.74,Alaska
1450,24,Female,Customer 1450,1969-12-11,Other,Boston,Massachusetts,4468.7,143050.56,Europe
1451,38,Female,Customer 1451,1956-05-27,Other,New York,New York,1503.42,94419.33,Alaska
1452,36,Female,Customer 1452,1998-11-09,Other,Atlanta,Georgia,9649.46,110682.39,South America
1453,29,Male,Customer 1453,2004-01-02,White,Denver,Colorado,7851.49,54654.29,Middle East & Africa
1454,53,Female,Customer 1454,1974-04-13,Hispanic,Denver,Colorado,9583.48,28830.69,Alaska
1455,77,Male,Customer 1455,1997-06-06,Asian,Houston,Texas,8129.41,147530.26,Middle East & Africa
1456,71,Female,Customer 1456,1966-05-11,Asian,Boston,Massachusetts,1688.42,67271.4,Asia
1457,74,Male,Customer 1457,1990-03-02,Hispanic,San Antonio,Texas,2476.85,126276.74,Hawaii
1458,76,Male,Customer 1458,1965-03-03,White,Atlanta,Georgia,9878.63,50293.25,Middle East & Africa
1459,19,Male,Customer 1459,2004-05-15,Hispanic,Seattle,Washington,6717.73,56656.11,Europe
1460,51,Female,Customer 1460,2001-03-14,Asian,Dallas,Texas,3934.12,21639.21,Middle East & Africa
1461,42,Male,Customer 1461,2005-03-14,White,Phoenix,Arizona,8950.94,116220.12,Alaska
1462,58,Female,Customer 1462,2004-01-28,Asian,New Orleans,Louisiana,7731.4,54919.31,Europe
1463,18,Female,Customer 1463,1975-10-10,Hispanic,Seattle,Washington,9016.83,112668.04,Alaska
1464,58,Male,Customer 1464,1970-03-01,Black,Las Vegas,Nevada,5715.83,44871.2,Hawaii
1465,32,Male,Customer 1465,1986-11-14,Black,New Orleans,Louisiana,7366.35,37784.64,Asia
1466,29,Female,Customer 1466,1956-09-22,White,Chicago,Illinois,2985.53,84490.12,Alaska
1467,65,Female,Customer 1467,1955-12-07,Asian,Dallas,Texas,7033.1,30532.03,Hawaii
1468,29,Male,Customer 1468,1977-07-28,Asian,Phoenix,Arizona,3689.34,41688.46,Alaska
1469,47,Male,Customer 1469,1990-06-24,Other,Portland,Oregon,5828.01,101975.79,South America
1470,18,Male,Customer 1470,2005-10-13,Hispanic,Chicago,Illinois,4516.35,136014.33,Hawaii
1471,30,Female,Customer 1471,1955-04-26,Asian,Chicago,Illinois,2863.24,71001.92,Asia
1472,62,Female,Customer 1472,1980-07-15,Other,New Orleans,Louisiana,8878.76,35195.97,South America
1473,78,Female,Customer 1473,1967-03-21,Other,Dallas,Texas,7117.38,129922.82,Middle East & Africa
1474,53,Male,Customer 1474,1995-02-01,Hispanic,Austin,Texas,8114.23,88237.0,South America
1475,43,Female,Customer 1475,1953-12-06,Asian,Los Angeles,California,8531.78,77770.09,Hawaii
1476,57,Female,Customer 1476,1984-09-24,White,Miami,Florida,4290.24,104209.4,Europe
1477,64,Female,Customer 1477,2005-06-07,Hispanic,Portland,Oregon,4307.71,51277.9,Europe
1478,27,Male,Customer 1478,1954-04-08,Hispanic,San Diego,California,2721.63,120484.43,Asia
1479,79,Male,Customer 1479,1966-03-15,Black,Seattle,Washington,9870.88,111331.5,Asia
1480,45,Female,Customer 1480,2000-04-21,Other,San Francisco,California,1816.95,68249.13,Hawaii
1481,37,Male,Customer 1481,2004-09-20,Asian,San Diego,California,7918.55,114675.31,Asia
1482,60,Male,Customer 1482,1961-08-04,Asian,Atlanta,Georgia,9022.79,109909.75,Middle East & Africa
1483,44,Female,Customer 1483,1978-06-11,Black,Nashville,Tennessee,8928.15,126240.17,South America
1484,26,Female,Customer 1484,1976-06-07,Black,Portland,Oregon,4644.78,30849.37,Middle East & Africa
1485,55,Male,Customer 1485,1952-02-15,White,Los Angeles,California,1193.07,143321.1,Hawaii
1486,64,Male,Customer 1486,1986-03-14,Black,Los Angeles,California,3056.13,69282.7,Hawaii
1487,49,Female,Customer 1487,1993-09-12,Other,Phoenix,Arizona,4991.88,78151.04,Middle East & Africa
1488,70,Male,Customer 1488,1983-04-22,Other,Atlanta,Georgia,2934.57,145989.61,Alaska
1489,32,Male,Customer 1489,1984-11-01,Black,Austin,Texas,5646.38,103179.52,Europe
1490,72,Male,Customer 1490,1990-07-12,Asian,Phoenix,Arizona,1037.67,66705.61,Europe
1491,48,Male,Customer 1491,1986-05-06,White,Seattle,Washington,4765.88,120242.26,South America
1492,58,Male,Customer 1492,1999-01-23,Hispanic,Dallas,Texas,9123.43,64377.3,Alaska
1493,67,Male,Customer 1493,1979-07-19,Black,New York,New York,2039.96,132794.89,South America
1494,48,Female,Customer 1494,1998-12-17,Black,San Diego,California,7188.55,88005.0,South America
1495,80,Male,Customer 1495,2001-01-21,Black,Portland,Oregon,2712.07,141897.88,Asia
1496,40,Male,Customer 1496,1985-11-24,White,Phoenix,Arizona,6216.8,95356.47,South America
1497,68,Female,Customer 1497,1991-06-02,Hispanic,Seattle,Washington,9561.8,134804.75,South America
1498,62,Male,Customer 1498,1978-06-10,White,Houston,Texas,7143.06,25162.57,Hawaii
1499,42,Female,Customer 1499,1962-07-28,Hispanic,Miami,Florida,5984.03,88093.61,Alaska
1500,58,Male,Customer 1500,1953-04-27,White,Los Angeles,California,8675.95,148187.27,Middle East & Africa
1501,46,Male,Customer 1501,2002-08-11,Other,Nashville,Tennessee,9515.45,56453.06,Hawaii
1502,23,Male,Customer 1502,1999-03-28,Black,Phoenix,Arizona,5500.69,62518.87,Middle East & Africa
1503,23,Male,Customer 1503,2002-10-19,Other,Phoenix,Arizona,8586.24,145767.17,Hawaii
1504,42,Male,Customer 1504,1971-02-23,Asian,New York,New York,2404.86,132876.24,Alaska
1505,65,Female,Customer 1505,1980-02-18,Other,San Diego,California,2416.69,74275.35,Asia
1506,37,Male,Customer 1506,1965-07-19,Black,Austin,Texas,7854.44,66563.09,Middle East & Africa
1507,28,Male,Customer 1507,1950-07-23,White,Denver,Colorado,7694.81,34047.0,Hawaii
1508,59,Female,Customer 1508,2000-12-01,Other,San Francisco,California,7527.92,121749.35,Hawaii
1509,75,Female,Customer 1509,1995-03-15,White,Las Vegas,Nevada,2441.01,121709.88,South America
1510,74,Female,Customer 1510,1955-10-27,Other,Miami,Florida,3073.88,93236.8,Middle East & Africa
1511,78,Male,Customer 1511,1979-03-28,Other,Atlanta,Georgia,4508.96,69113.77,Europe
1512,57,Female,Customer 1512,1977-12-14,Hispanic,Miami,Florida,4413.4,127159.63,Alaska
1513,55,Male,Customer 1513,1983-05-22,Hispanic,Dallas,Texas,2010.57,53659.44,Alaska
1514,48,Female,Customer 1514,1995-05-04,Black,San Diego,California,6873.17,135554.29,Asia
1515,77,Female,Customer 1515,1952-09-21,Asian,San Francisco,California,8500.01,46336.04,Asia
1516,34,Male,Customer 1516,1997-09-13,White,Denver,Colorado,1704.82,96157.12,Asia
1517,49,Female,Customer 1517,1961-07-18,Hispanic,Phoenix,Arizona,4057.47,62343.73,Middle East & Africa
1518,71,Male,Customer 1518,1985-04-21,Black,Denver,Colorado,6689.33,126546.07,South America
1519,66,Female,Customer 1519,1986-09-20,Other,Boston,Massachusetts,8076.07,117984.43,Europe
1520,74,Male,Customer 1520,1976-04-18,Asian,Chicago,Illinois,5793.09,39404.31,Middle East & Africa
1521,23,Male,Customer 1521,1955-10-03,White,San Francisco,California,7055.65,140392.17,Hawaii
1522,43,Female,Customer 1522,1991-04-24,Hispanic,Seattle,Washington,8143.36,33989.62,Hawaii
1523,63,Male,Customer 1523,1962-02-17,Asian,Atlanta,Georgia,8594.69,136128.33,Hawaii
1524,51,Male,Customer 1524,1965-04-07,Asian,Dallas,Texas,5459.84,112051.64,Hawaii
1525,28,Male,Customer 1525,1970-02-17,Asian,New Orleans,Louisiana,1542.15,101161.31,Middle East & Africa
1526,69,Female,Customer 1526,1954-03-14,White,Austin,Texas,8697.3,81128.81,Europe
1527,27,Female,Customer 1527,1998-04-17,Hispanic,Los Angeles,California,5116.82,84453.68,Middle East & Africa
1528,34,Female,Customer 1528,1993-08-13,White,Seattle,Washington,1205.66,130421.26,Asia
1529,42,Female,Customer 1529,1971-07-09,Other,San Francisco,California,2621.65,72143.21,Europe
1530,18,Female,Customer 1530,1959-12-21,Black,Denver,Colorado,6981.07,72928.8,Hawaii
1531,56,Male,Customer 1531,1997-02-18,Other,Houston,Texas,9106.1,116220.96,Europe
1532,58,Male,Customer 1532,1998-03-18,Hispanic,Chicago,Illinois,6221.68,102238.28,Alaska
1533,40,Male,Customer 1533,1967-08-10,Hispanic,Denver,Colorado,2854.63,114078.71,South America
1534,29,Female,Customer 1534,1983-12-06,Asian,Portland,Oregon,7690.5,79329.04,Asia
1535,75,Female,Customer 1535,2000-03-20,Black,Seattle,Washington,5740.82,28928.01,Hawaii
1536,26,Female,Customer 1536,1989-01-03,White,Boston,Massachusetts,8169.11,136650.03,South America
1537,24,Male,Customer 1537,1980-12-14,Asian,San Diego,California,2689.47,127903.05,Asia
1538,74,Female,Customer 1538,1954-06-09,Asian,Austin,Texas,1834.42,144048.05,Hawaii
1539,36,Female,Customer 1539,1954-03-10,Black,Atlanta,Georgia,9751.46,67539.63,Middle East & Africa
1540,26,Male,Customer 1540,1974-07-21,Hispanic,Phoenix,Arizona,1594.48,133757.43,Hawaii
1541,69,Female,Customer 1541,1996-02-01,White,Philadelphia,Pennsylvania,7830.14,86239.58,Alaska
1542,71,Female,Customer 1542,1961-05-12,Other,Miami,Florida,2835.55,39728.86,Middle East & Africa
1543,28,Female,Customer 1543,1954-12-08,Other,Portland,Oregon,1472.91,100995.34,Middle East & Africa
1544,22,Female,Customer 1544,1962-06-28,Hispanic,Boston,Massachusetts,6110.02,90713.21,Hawaii
1545,69,Female,Customer 1545,2005-03-25,Black,Los Angeles,California,3305.29,53714.73,Hawaii
1546,43,Male,Customer 1546,1996-04-01,Black,Los Angeles,California,8532.73,125524.3,Middle East & Africa
1547,18,Female,Customer 1547,1965-06-24,Asian,Los Angeles,California,8293.9,119705.44,Asia
1548,57,Male,Customer 1548,1954-05-27,White,Philadelphia,Pennsylvania,2715.43,35373.57,Europe
1549,47,Male,Customer 1549,1950-02-08,White,Philadelphia,Pennsylvania,3620.88,130261.64,Europe
1550,46,Female,Customer 1550,1967-04-22,White,New Orleans,Louisiana,5676.12,139559.69,Middle East & Africa
1551,79,Female,Customer 1551,1971-02-22,Asian,Denver,Colorado,5747.76,143970.31,Middle East & Africa
1552,78,Male,Customer 1552,1964-09-27,Asian,Las Vegas,Nevada,7183.0,134903.73,Alaska
1553,19,Female,Customer 1553,1965-10-28,Black,Miami,Florida,6756.82,109281.3,Middle East & Africa
1554,49,Female,Customer 1554,1979-03-23,Black,San Francisco,California,6655.69,42958.92,Europe
1555,47,Female,Customer 1555,1966-03-21,White,New York,New York,8624.43,74126.29,South America
1556,60,Male,Customer 1556,2005-08-21,White,San Antonio,Texas,7101.4,96245.62,Middle East & Africa
1557,19,Male,Customer 1557,1951-06-05,Other,Boston,Massachusetts,5160.2,129728.76,Europe
1558,40,Female,Customer 1558,1971-02-17,White,San Diego,California,9961.44,147328.01,Hawaii
1559,49,Female,Customer 1559,1985-09-27,Black,Las Vegas,Nevada,2401.21,68512.0,Hawaii
1560,65,Female,Customer 1560,1957-10-22,White,New Orleans,Louisiana,2478.56,111774.67,South America
1561,22,Male,Customer 1561,2003-12-15,Black,San Francisco,California,6494.17,88170.73,Alaska
1562,33,Male,Customer 1562,1984-03-22,Hispanic,Phoenix,Arizona,5707.11,83975.03,South America
1563,49,Male,Customer 1563,1953-07-08,Hispanic,Austin,Texas,7567.73,67240.89,Europe
1564,45,Male,Customer 1564,1997-05-28,White,San Francisco,California,6770.97,39016.82,Middle East & Africa
1565,70,Female,Customer 1565,1966-11-02,Asian,Philadelphia,Pennsylvania,4917.15,87231.89,Middle East & Africa
1566,53,Male,Customer 1566,1971-06-24,Black,Portland,Oregon,9061.55,145678.58,Alaska
1567,24,Female,Customer 1567,1983-08-17,Other,Denver,Colorado,3506.49,63921.14,Middle East & Africa
1568,46,Male,Customer 1568,1981-06-13,White,Boston,Massachusetts,8951.74,78996.69,Asia
1569,64,Female,Customer 1569,1957-03-08,Hispanic,Atlanta,Georgia,1255.56,48097.14,South America
1570,38,Male,Customer 1570,1953-11-07,Asian,Philadelphia,Pennsylvania,7937.53,103049.9,Middle East & Africa
1571,40,Male,Customer 1571,1965-02-25,Asian,Dallas,Texas,7211.67,97110.67,Hawaii
1572,34,Male,Customer 1572,1957-04-14,White,Miami,Florida,8111.9,63546.22,Hawaii
1573,65,Female,Customer 1573,1956-01-13,Asian,Seattle,Washington,4397.48,73450.07,South America
1574,45,Female,Customer 1574,1991-06-17,White,Atlanta,Georgia,5762.02,62174.79,Asia
1575,63,Female,Customer 1575,1981-06-27,Hispanic,New York,New York,3853.92,81519.01,Alaska
1576,53,Male,Customer 1576,1978-10-03,Black,Dallas,Texas,9925.42,75225.45,Asia
1577,25,Male,Customer 1577,1961-04-08,Black,Portland,Oregon,6663.87,71320.76,Hawaii
1578,75,Female,Customer 1578,1969-04-03,Asian,New Orleans,Louisiana,7105.09,139630.78,Europe
1579,56,Female,Customer 1579,1976-03-20,Black,Dallas,Texas,3525.25,116956.29,Hawaii
1580,59,Female,Customer 1580,1969-07-07,Black,San Antonio,Texas,2886.44,111772.04,South America
1581,79,Female,Customer 1581,1982-06-18,Hispanic,New York,New York,4101.24,91240.74,South America
1582,59,Female,Customer 1582,1957-06-12,White,Philadelphia,Pennsylvania,2953.65,28785.68,Middle East & Africa
1583,65,Female,Customer 1583,1993-08-21,Black,San Francisco,California,1082.81,77720.28,Hawaii
1584,71,Male,Customer 1584,1982-07-26,Other,Los Angeles,California,7160.22,30100.92,Alaska
1585,45,Female,Customer 1585,1986-08-26,Hispanic,Boston,Massachusetts,6343.0,34256.23,Middle East & Africa
1586,64,Male,Customer 1586,1985-05-09,Hispanic,New Orleans,Louisiana,6207.6,138938.35,Asia
1587,77,Male,Customer 1587,1973-01-10,White,Philadelphia,Pennsylvania,3083.34,63055.65,Europe
1588,62,Male,Customer 1588,1997-09-18,White,Nashville,Tennessee,3255.02,25081.38,Asia
1589,52,Female,Customer 1589,1994-07-07,Hispanic,San Antonio,Texas,7551.76,68647.39,Hawaii
1590,73,Female,Customer 1590,1976-02-13,Hispanic,Chicago,Illinois,5805.43,28259.19,Alaska
1591,63,Male,Customer 1591,1993-07-18,White,Nashville,Tennessee,2033.54,134542.14,Hawaii
1592,78,Male,Customer 1592,2001-05-03,Black,New York,New York,3189.19,147893.12,Alaska
1593,54,Male,Customer 1593,1951-05-10,Black,Phoenix,Arizona,6821.22,145898.96,Alaska
1594,73,Female,Customer 1594,1959-08-19,Other,San Antonio,Texas,6664.43,25484.95,Alaska
1595,70,Female,Customer 1595,1973-03-05,Hispanic,Austin,Texas,1726.5,32811.67,South America
1596,31,Male,Customer 1596,1996-03-17,White,Philadelphia,Pennsylvania,4942.26,146314.64,Asia
1597,58,Female,Customer 1597,2002-10-26,Asian,Philadelphia,Pennsylvania,5158.54,23234.34,Hawaii
1598,34,Male,Customer 1598,1952-08-28,Other,New Orleans,Louisiana,4518.25,125336.78,Europe
1599,70,Female,Customer 1599,1955-05-21,Hispanic,Boston,Massachusetts,1294.01,81700.35,Europe
1600,66,Female,Customer 1600,1982-11-25,Hispanic,San Antonio,Texas,7086.66,76184.31,South America
1601,65,Male,Customer 1601,2005-11-07,Black,Denver,Colorado,5126.8,88079.8,Asia
1602,42,Male,Customer 1602,1999-05-19,Other,Phoenix,Arizona,7513.2,73723.32,South America
1603,23,Female,Customer 1603,1979-02-03,Hispanic,Las Vegas,Nevada,1631.71,127568.08,Asia
1604,58,Male,Customer 1604,1961-05-08,White,Las Vegas,Nevada,9743.55,52934.88,Europe
1605,68,Male,Customer 1605,1963-07-04,Black,San Diego,California,1771.88,69912.88,Alaska
1606,19,Male,Customer 1606,1983-12-24,Asian,Seattle,Washington,7740.26,103012.6,Europe
1607,50,Male,Customer 1607,1951-05-17,Other,Seattle,Washington,3545.19,32032.25,Asia
1608,65,Male,Customer 1608,1960-09-22,Other,Los Angeles,California,7234.84,109217.05,Hawaii
1609,71,Male,Customer 1609,1955-04-27,White,San Francisco,California,6283.14,146826.41,Middle East & Africa
1610,43,Female,Customer 1610,1953-01-08,Asian,San Francisco,California,8912.83,47630.81,Hawaii
1611,77,Female,Customer 1611,1979-08-06,Other,Chicago,Illinois,9689.26,27789.44,Alaska
1612,31,Male,Customer 1612,2005-10-08,Asian,Houston,Texas,9121.87,123590.05,Asia
1613,20,Female,Customer 1613,1967-06-03,Hispanic,Philadelphia,Pennsylvania,3053.66,91577.49,Europe
1614,35,Male,Customer 1614,2003-07-26,Hispanic,Boston,Massachusetts,4689.17,100685.64,Hawaii
1615,20,Female,Customer 1615,1965-06-28,Other,Houston,Texas,6518.91,28310.52,Alaska
1616,41,Male,Customer 1616,1953-01-18,Asian,San Diego,California,1434.25,73020.06,Europe
1617,59,Male,Customer 1617,1982-08-24,White,Atlanta,Georgia,6779.16,98929.54,Hawaii
1618,74,Female,Customer 1618,1967-01-19,Asian,Miami,Florida,6159.31,125957.03,Middle East & Africa
1619,55,Male,Customer 1619,1970-06-13,Asian,Nashville,Tennessee,1710.97,127444.89,Asia
1620,63,Male,Customer 1620,1983-09-28,White,Denver,Colorado,9514.63,83918.5,Alaska
1621,49,Male,Customer 1621,2004-03-25,Other,San Antonio,Texas,8105.32,83557.02,Hawaii
1622,43,Female,Customer 1622,1955-06-19,White,Houston,Texas,1804.35,40390.0,Hawaii
1623,43,Female,Customer 1623,1993-01-10,Other,Seattle,Washington,3800.05,113637.99,Middle East & Africa
1624,46,Female,Customer 1624,1974-05-04,Black,Houston,Texas,1163.21,24738.26,Alaska
1625,57,Male,Customer 1625,1957-05-16,White,Austin,Texas,5933.67,59023.92,South America
1626,68,Male,Customer 1626,1955-11-27,Hispanic,Portland,Oregon,6830.52,105414.69,Hawaii
1627,29,Male,Customer 1627,1988-01-01,Black,San Diego,California,7049.41,47202.14,Alaska
1628,33,Female,Customer 1628,2003-01-06,Asian,San Diego,California,5222.76,40485.82,Hawaii
1629,18,Male,Customer 1629,1956-04-15,Hispanic,Seattle,Washington,9144.34,61630.91,South America
1630,58,Male,Customer 1630,1973-01-24,White,Nashville,Tennessee,4599.53,48163.59,Alaska
1631,72,Male,Customer 1631,1978-09-18,Other,Boston,Massachusetts,3313.16,117119.06,Middle East & Africa
1632,79,Female,Customer 1632,1975-09-24,Asian,Phoenix,Arizona,8627.55,88505.95,South America
1633,59,Male,Customer 1633,1965-02-02,White,Los Angeles,California,3472.53,50872.68,Europe
1634,77,Female,Customer 1634,1993-12-07,Black,Phoenix,Arizona,2200.4,122582.14,Middle East & Africa
1635,40,Male,Customer 1635,1963-04-25,Black,Atlanta,Georgia,2099.89,149305.45,Middle East & Africa
1636,56,Female,Customer 1636,1984-11-18,Other,New York,New York,4235.03,91196.62,South America
1637,67,Male,Customer 1637,1973-12-28,Black,Chicago,Illinois,8054.95,32685.28,Middle East & Africa
1638,77,Male,Customer 1638,2003-06-12,Black,New York,New York,8270.38,30362.08,Hawaii
1639,52,Female,Customer 1639,1984-06-21,Asian,Atlanta,Georgia,2573.18,77079.11,Asia
1640,51,Male,Customer 1640,1987-04-27,Other,New York,New York,2000.95,132367.8,Middle East & Africa
1641,43,Female,Customer 1641,1955-06-08,Asian,Seattle,Washington,4336.4,113237.58,Asia
1642,38,Male,Customer 1642,1980-08-25,Asian,Chicago,Illinois,7068.24,144144.48,Europe
1643,66,Male,Customer 1643,1955-05-04,Black,Dallas,Texas,5312.86,111354.22,Asia
1644,76,Male,Customer 1644,1982-08-18,White,Seattle,Washington,3381.75,50009.29,South America
1645,58,Male,Customer 1645,1966-09-18,Hispanic,Austin,Texas,9674.72,95561.82,Hawaii
1646,43,Female,Customer 1646,1977-10-16,Asian,Chicago,Illinois,6721.41,104241.66,Middle East & Africa
1647,67,Female,Customer 1647,1966-05-09,Other,Chicago,Illinois,5989.83,78532.85,Asia
1648,34,Female,Customer 1648,1955-03-06,Black,Nashville,Tennessee,9606.44,22958.47,Europe
1649,30,Male,Customer 1649,2003-03-05,White,Phoenix,Arizona,4538.87,50063.59,South America
1650,77,Male,Customer 1650,1990-05-09,White,Atlanta,Georgia,5232.52,113748.65,Asia
1651,39,Male,Customer 1651,1969-05-27,Asian,Seattle,Washington,1363.33,79926.92,Alaska
1652,30,Female,Customer 1652,1956-09-18,White,Los Angeles,California,9246.79,117542.44,Hawaii
1653,61,Male,Customer 1653,1975-08-11,White,Portland,Oregon,2775.22,106616.05,Alaska
1654,23,Male,Customer 1654,2003-09-06,White,Portland,Oregon,3900.49,52185.33,South America
1655,65,Female,Customer 1655,1975-10-22,Asian,Philadelphia,Pennsylvania,6224.89,20069.89,South America
1656,22,Male,Customer 1656,1971-05-27,Asian,Houston,Texas,4813.25,142259.95,Europe
1657,42,Female,Customer 1657,1973-05-19,Other,Seattle,Washington,8759.86,31370.29,Europe
1658,39,Female,Customer 1658,1967-02-02,Other,San Antonio,Texas,7357.53,58363.33,Hawaii
1659,70,Female,Customer 1659,1993-12-05,Black,Dallas,Texas,6974.42,40860.04,South America
1660,59,Female,Customer 1660,1995-06-24,Asian,Seattle,Washington,7644.59,115776.7,Middle East & Africa
1661,21,Female,Customer 1661,1979-01-17,Black,Portland,Oregon,9630.17,116268.32,Middle East & Africa
1662,41,Female,Customer 1662,2000-02-23,Other,Seattle,Washington,9340.59,31989.51,Hawaii
1663,49,Male,Customer 1663,1955-05-13,Black,New Orleans,Louisiana,9850.25,90292.56,Hawaii
1664,74,Male,Customer 1664,1962-03-11,Asian,Nashville,Tennessee,9122.99,68189.14,Hawaii
1665,27,Female,Customer 1665,1997-09-06,Other,San Antonio,Texas,3831.79,134105.19,South America
1666,65,Female,Customer 1666,1991-03-28,Hispanic,Houston,Texas,6423.76,127479.81,Europe
1667,79,Female,Customer 1667,1958-03-06,White,Denver,Colorado,2737.92,83992.95,Europe
1668,60,Female,Customer 1668,1995-04-02,Black,New York,New York,6373.78,46236.47,South America
1669,51,Male,Customer 1669,1999-01-21,Hispanic,Nashville,Tennessee,2117.51,71820.49,Europe
1670,36,Male,Customer 1670,1972-07-17,Hispanic,Las Vegas,Nevada,5226.09,88933.23,Hawaii
1671,39,Male,Customer 1671,1991-12-19,Black,Nashville,Tennessee,4192.79,43973.35,Alaska
1672,53,Male,Customer 1672,1972-10-12,Other,Miami,Florida,4782.27,79211.99,Middle East & Africa
1673,71,Male,Customer 1673,1964-01-25,Hispanic,Portland,Oregon,1125.03,21564.84,Middle East & Africa
1674,31,Female,Customer 1674,2000-05-19,Other,Philadelphia,Pennsylvania,7786.52,99870.42,Europe
1675,57,Female,Customer 1675,1951-06-18,White,Houston,Texas,2882.7,44053.47,South America
1676,72,Male,Customer 1676,1953-04-13,Other,Portland,Oregon,6542.73,41629.67,Europe
1677,57,Male,Customer 1677,2004-01-17,Hispanic,New York,New York,2527.97,33050.1,Alaska
1678,20,Male,Customer 1678,2000-09-09,White,Portland,Oregon,6138.22,80040.31,Hawaii
1679,55,Female,Customer 1679,1996-01-14,Other,Austin,Texas,7848.95,108228.77,Europe
1680,30,Female,Customer 1680,1976-11-11,Other,New Orleans,Louisiana,6339.49,62682.51,South America
1681,60,Female,Customer 1681,1987-07-07,Hispanic,Portland,Oregon,8515.96,74591.23,Asia
1682,37,Male,Customer 1682,2002-07-16,Asian,Las Vegas,Nevada,2747.9,135267.24,Europe
1683,53,Female,Customer 1683,1950-11-20,Hispanic,Philadelphia,Pennsylvania,4645.51,119821.36,Hawaii
1684,71,Female,Customer 1684,1950-06-15,Black,Atlanta,Georgia,7485.31,76430.75,Alaska
1685,68,Female,Customer 1685,1952-01-28,Asian,Los Angeles,California,8883.73,83394.9,South America
1686,20,Male,Customer 1686,1951-07-01,White,Seattle,Washington,7889.35,81878.46,Europe
1687,75,Female,Customer 1687,1995-11-14,Asian,Phoenix,Arizona,5666.58,34318.96,Hawaii
1688,38,Female,Customer 1688,1987-06-15,Other,Portland,Oregon,6687.4,141594.98,Hawaii
1689,65,Female,Customer 1689,1974-03-21,Hispanic,New Orleans,Louisiana,4058.71,67271.95,Alaska
1690,80,Female,Customer 1690,1973-06-24,White,New York,New York,4689.86,71647.15,South America
1691,40,Female,Customer 1691,1978-03-07,Asian,Philadelphia,Pennsylvania,5150.84,51089.87,Europe
1692,69,Male,Customer 1692,1991-04-14,Other,Los Angeles,California,2155.62,133674.92,South America
1693,24,Male,Customer 1693,1968-12-08,White,Chicago,Illinois,7156.09,73336.16,Asia
1694,69,Male,Customer 1694,1951-01-28,White,Denver,Colorado,9018.09,98440.47,South America
1695,29,Male,Customer 1695,1950-09-06,Hispanic,New Orleans,Louisiana,7190.25,90213.02,Alaska
1696,58,Female,Customer 1696,1993-05-10,White,Atlanta,Georgia,1998.85,92165.95,Middle East & Africa
1697,64,Female,Customer 1697,2000-07-12,Hispanic,Miami,Florida,1079.29,77496.85,Alaska
1698,63,Male,Customer 1698,1998-11-25,Asian,Phoenix,Arizona,4143.31,57126.44,Middle East & Africa
1699,26,Female,Customer 1699,1972-05-08,White,Phoenix,Arizona,1977.63,128113.52,Alaska
1700,80,Female,Customer 1700,1994-01-07,Other,New York,New York,1808.14,21096.77,Alaska
1701,46,Male,Customer 1701,1982-12-27,Asian,San Diego,California,2268.33,134306.44,Europe
1702,50,Male,Customer 1702,1968-06-07,Hispanic,Nashville,Tennessee,8885.17,88458.56,Middle East & Africa
1703,33,Female,Customer 1703,1955-02-23,White,Los Angeles,California,3851.11,33800.15,Hawaii
1704,51,Female,Customer 1704,1979-02-10,White,Philadelphia,Pennsylvania,5894.3,128439.68,South America
1705,57,Male,Customer 1705,1977-09-19,White,San Diego,California,5118.79,128949.58,South America
1706,36,Male,Customer 1706,1972-05-17,Other,New York,New York,7073.52,112643.89,Alaska
1707,38,Female,Customer 1707,1956-08-11,Black,Chicago,Illinois,2886.26,92781.23,Asia
